run,hiker,delta_x,delta_y,steps
995,2,-897.1580025682765,441.95346472127227,368563
995,3,-403.11915517885257,-915.9386033012601,1568716
980,1,1000.9141652838612,4.425726135438737,2167081
980,2,984.2120529419417,-179.35637148670696,4035864
980,3,-921.2140931795939,-389.3465385325553,1057682
1001,1,971.3780287683579,-237.7232337996443,475085
1001,2,-48.11096328835732,-999.8361951937777,916843
1001,3,512.7484862673728,858.6313922011552,1197380
991,1,928.2353664870631,372.76786043586844,3018356
991,2,-514.0980582702396,857.8653948773855,744331
991,3,-778.4012370246468,629.1000860559365,1220342
997,1,293.0662689544623,-956.3780241044462,2326517
997,2,967.0207784201515,256.72913409572806,1388006
997,3,491.57691784339164,-871.6230692997092,218010
1003,1,250.19733299051373,-968.8555149630027,809535
1003,2,-947.97111848405,-318.371005889897,1314814
1003,3,926.4489322691073,-378.54838589558005,526128
1005,1,1000.1912180737736,-5.965182281988161,1014805
1005,2,845.168774511367,-534.5982155426238,673875
1005,3,-726.9686022939459,-687.0065313109428,1097079
1004,1,638.9645700758613,769.9251034582111,1734781
1004,2,-12.978678352797473,1000.4900120975661,261038
1004,3,-362.1274034655621,932.22907478106,1292593
1000,1,740.4024772472854,672.5078528150372,1301702
1000,2,45.39507479666044,-999.8546648097835,719758
1000,3,-78.79480847276766,997.2016309609946,2457803
1002,1,-891.0907025086184,455.3481392806999,695773
1002,2,993.0336215437642,120.59152306244903,1274343
1002,3,72.07990983856585,997.7261042540096,1795167
1006,1,50.503418141463726,-998.7333700221436,1321634
1006,2,-526.3273053420265,-850.9647160960214,939066
1006,3,-571.1879034911167,821.0096071920408,1236161
1009,1,-476.3761259748135,-880.1550606609726,751114
1009,2,-739.4435314951979,674.5299778926901,300324
1009,3,-788.3245463587407,-615.619534539866,1179103
1010,1,-900.6088034574202,435.73291710115706,1562413
1010,2,-17.6332540772419,1000.1690141251245,278999
1010,3,999.3189533352495,48.283350489315055,852442
1007,1,236.41852434869128,-971.755784823483,653906
1007,2,999.4552976183115,34.06505190419968,1943392
1007,3,-719.5272593870989,695.0296286216708,437148
999,1,477.03289970547695,-879.7444979260107,1584215
999,2,-998.4560264061477,-67.4463890506079,1772508
999,3,590.0807867693234,807.3637523129045,2467671
1011,1,139.17400976113925,990.3325511742091,653301
1011,2,981.5834320361478,-192.25505232384995,683335
1011,3,-590.9751613993598,807.6288832633261,1036649
1008,1,-759.8308035012731,-650.9962066497044,844229
1008,2,922.5634348497722,386.3496401900777,1244416
1008,3,981.0029306410803,-194.37031071946947,1167225
1016,1,-573.3890324827856,-819.4559888474216,564967
1016,2,-991.4959669095178,-133.83874789791145,787503
1016,3,-425.0321000739649,905.2491046227811,199668
1015,1,-990.394409070311,139.7761842230565,726918
1015,2,-889.4975878294331,456.94183724621934,241407
1015,3,-556.9478878352961,830.5744638911951,1406226
1021,1,982.3817893572915,189.54894981371535,220119
1021,2,-388.2417141402377,922.1296438411206,573532
1021,3,-887.881511285515,-460.31571402774756,510358
1013,1,-449.83137800297976,893.9236677193705,188986
1013,2,-111.51942019387425,994.6566081569173,2563695
1013,3,-967.2947454364138,253.7229925661449,848667
1017,1,-652.5572400962699,-758.0608649066835,963410
1017,2,999.2208987279259,-43.086111791601816,1084642
1017,3,-873.218603230904,487.93127986524945,1090301
1019,1,-414.4679043592122,-910.7970424952491,609668
1019,2,-909.9184720341686,414.8111763728163,589053
1019,3,-1000.1260140383598,-16.776882776195485,1002117
1023,1,994.5737847978457,-106.55936274606233,241084
1023,2,-950.4022747628258,312.96384433599746,1371600
1023,3,-804.6181448365935,594.5627630559688,424692
1020,1,-997.6102960980999,-72.4776267434036,367374
1020,2,644.8702256274568,764.5713384510673,1765888
1020,3,116.83147605087437,-993.3669649773556,956804
1012,1,973.5165392795975,231.94733714044398,856349
1012,2,-13.643814511441281,-999.9158138610284,2052654
1012,3,-669.7378190608497,-742.9387367398585,1968634
1027,1,-13.246717495597672,-999.9350591686538,441867
1027,2,256.7719388078851,966.5035943336753,487447
1027,3,913.6331691866784,407.73274108185694,426419
1024,1,654.9736642641394,755.7937192961633,750915
1024,2,859.410319495292,512.2519104695583,733134
1024,3,-743.2004623661596,669.81773462068,1358086
1022,1,-264.74733839399266,-964.5313962826023,2675775
1022,2,-244.59166218706233,-969.6856643976716,422874
1022,3,-406.3245742073632,-913.8949085674174,314393
1014,1,584.1229521004883,811.8628639942034,3618222
1014,2,-731.1106856908963,-682.8212406947292,771157
1014,3,967.3547056803885,253.60464043075314,633067
1018,1,616.9732578216973,-787.9434685090819,1012261
1018,2,-762.0335441795353,-648.1944407562439,1352492
1018,3,350.6962918760043,-936.9044255086261,2023328
1031,1,489.3066112624123,873.0502946913232,793670
1031,2,-591.333800482754,-806.9244438541151,596983
1031,3,-405.60283271740906,-914.1981269025512,168278
1029,1,254.08220406789633,-967.1930190352014,1136308
1029,2,309.50885640151114,-951.3440932040437,452798
1029,3,-796.3496374274341,-605.302617684832,603896
1028,1,580.3022399542909,815.128497583789,1556841
1028,2,250.40278602913963,968.4144706924171,236828
1028,3,924.360442299913,384.04793652527115,1622377
1032,1,-443.37545485337523,896.5816219502603,714397
1032,2,465.5308356051437,885.1434264479808,1906070
1032,3,339.4659850406313,940.871359318924,184842
1036,1,-652.8058530303485,-757.673863545293,494446
1036,2,-770.2594950546677,638.1394585030065,380305
1036,3,866.8296152249485,499.2066119802122,1376101
1034,1,451.67915551759955,-892.4123604006414,1021086
1034,2,-384.4939439274392,-923.6804678887991,963848
1034,3,-907.4522095918742,-420.585391043775,533880
1026,1,-973.4240777704551,-230.47078159481066,1484812
1026,2,-163.3504278169309,-987.1513757608059,791017
1026,3,672.641088713769,-740.2018257358715,2096541
1035,1,-416.3347460349373,-910.1173514297202,979667
1035,2,697.8773498718623,717.1753304909964,790702
1035,3,253.3847015760631,-967.4307421870319,920372
1030,1,-186.37012845611355,982.512366973478,309191
1030,2,-995.670867510659,-94.92771443832825,538768
1030,3,316.7517469307677,-948.8905399964829,3042520
1033,1,999.2071079379607,40.42892395212221,961993
1033,2,-539.4524749076675,842.714757301007,1137432
1033,3,-642.3127544702794,767.0063512165618,1008412
1040,1,44.089975157034644,999.2446296235981,594709
1040,2,421.4150377745118,-907.0915907438368,613456
1040,3,771.2285127900562,636.6366996134878,509458
1042,1,-935.224503627931,-356.52426213234423,447262
1042,2,-974.570967686408,-224.9123666728775,726680
1042,3,506.56633215006235,862.360052644468,569351
1037,1,449.7826894181492,-893.3074467875889,1152035
1037,2,-646.644417360863,-763.5704435619675,638962
1037,3,-225.56157125883072,-974.9202382423776,1467831
1025,1,-452.40123494413047,-892.1532030366484,4546818
1025,2,-731.3682838922067,682.8299408579095,658882
1025,3,967.9091431989764,252.08232880667327,1456920
1043,1,885.0295912996952,-466.25105486351754,560904
1043,2,-912.8020317067428,-408.6400258089974,814294
1043,3,843.941046192105,-537.4434492842558,386241
1041,1,-998.7517928305317,50.80069512136848,229683
1041,2,998.7205345173365,54.788835961355105,1749151
1041,3,4.017400872153104,-1000.4579739815437,334533
1039,1,400.0829857531564,-917.1612700949843,644873
1039,2,-999.0198447970392,46.11608428532811,1233486
1039,3,-794.9192510840771,-607.9136903130147,869857
1046,1,-955.7888852702301,-294.089652891876,602978
1046,2,944.5401238942968,-329.26283709352714,605670
1046,3,471.48939120519736,-881.9638862812917,814120
1045,1,-75.10278329247046,-997.3460730899571,1434633
1045,2,204.69190977206472,979.3355735743183,411184
1045,3,123.39856222559675,992.7810585928926,991404
1052,1,-895.8526645659877,-444.4471935864387,906600
1052,2,934.5846465252819,357.1437087503518,519568
1052,3,-741.499919775124,-671.2843704687218,372777
1049,1,437.2655197727333,900.0323022286894,900819
1049,2,-426.0580093677847,905.2227545560213,981352
1049,3,454.45360820437816,-890.9558483498778,621931
1047,1,-398.0620146082258,-917.867777758278,1385394
1047,2,367.461021103044,-930.2047576434543,902694
1047,3,-194.34854962384082,-981.0263792166452,305027
1038,1,-74.72904533158129,-997.3979131089111,2056712
1038,2,207.43931197671037,978.2652166685787,1713213
1038,3,-660.424259419628,-750.9514141227735,2257525
1050,1,960.9474381100274,-279.6078676738402,1058665
1050,2,-981.4013875950956,195.13077561102295,742061
1050,3,-386.0182427019346,-922.7095631760974,987505
1054,1,-427.8680858553397,904.0385563106669,357708
1054,2,292.5766027149554,-956.871945346036,1478609
1054,3,731.2002441642439,-683.1062111264689,585118
1051,1,101.2933358202205,-995.3838252838816,1231719
1051,2,-206.4241332017644,978.6776320219973,1294201
1051,3,675.1240027951266,738.1182318515797,805852
1044,1,-6.447700103629373,1000.2745154160978,712185
1044,2,-953.1257322165673,-303.8927388100049,1833369
1044,3,-835.6571655678927,549.5334121124616,2611069
1053,1,-457.6465629037243,889.8288623722332,1591278
1053,2,-208.367129094603,-978.1455165671089,561170
1053,3,443.97359654928107,-896.4253787147245,927936
1058,1,-829.0135346702734,559.5905439124963,586972
1058,2,-28.87522357559692,-1000.0523599722069,675304
1058,3,-1000.0500821752595,28.592668736324427,546349
1059,1,690.8117710793005,-723.0600137701695,876712
1059,2,-345.9359094483361,-938.7174933995474,571641
1059,3,756.4523340597128,-654.3004470034393,779604
1056,1,-664.6966068614223,-747.3745695942607,341357
1056,2,-99.0389618246732,-995.7148618638062,560501
1056,3,-994.6758218299829,103.52142016629035,2168246
1048,1,-940.6737046322474,-339.911804145961,1822293
1048,2,-839.9056257312072,-542.8471049524788,1952210
1048,3,514.8892205464556,-857.4571386323174,1137488
1062,1,720.032907827404,-695.0129065279117,662524
1062,2,-518.3093261377605,-855.535270151115,522665
1062,3,108.44412613058513,-994.4261205504522,476123
1057,1,918.1450404882204,-397.28626234414315,1444161
1057,2,309.608767639772,-950.8858725829964,1192973
1057,3,-901.5139273255304,434.1022594604319,779613
1055,1,-596.0739974685509,803.4067818137696,1273743
1055,2,279.289948516143,960.9409177066566,555051
1055,3,923.9931851357442,-384.2479351619266,2762172
1060,1,-491.02794174549774,871.4051299914321,1024374
1060,2,-320.07527403458613,947.6889450985623,1577133
1060,3,-801.3898679869548,-598.8040945240981,616561
1063,1,218.52257489095905,-976.0315420776478,916069
1063,2,246.67897222467087,969.6353799708598,453073
1063,3,-990.8832189591812,-135.5524183209989,854061
1061,1,-905.1183735511609,-426.273324523613,1764162
1061,2,-495.3225473503602,868.9301485275757,667665
1061,3,-933.1006378506497,360.6057590663713,828386
1064,1,993.1348604573732,-119.52285477793674,994804
1064,2,-11.282998538127824,-1000.2465524568447,1087398
1064,3,440.286836087046,898.657054995532,325866
1067,1,-380.4025392792,925.1095403153558,806987
1067,2,879.8983047352098,-475.4375171641405,682853
1067,3,971.2303556297221,-239.0114573579035,742719
1068,1,918.6311773155048,-396.7991038700684,711623
1068,2,-267.3830540040422,963.8651886447992,753809
1068,3,-713.3543801222426,701.292897328243,1300025
1066,1,744.2706435704808,-669.0293069358036,441638
1066,2,-980.4910863718007,196.9506382764997,1876020
1066,3,-651.3866597446421,-758.9884195572654,562356
1071,1,738.9932233957447,-673.768251857713,1027986
1071,2,-927.4450935333045,-374.155039001315,559201
1071,3,300.50559858229644,953.8818911549929,340790
1073,1,482.2232458596849,876.2398913852934,769029
1073,2,-447.0423689717614,894.6628187378706,555565
1073,3,-990.0023282829866,143.81600663878575,583122
1072,1,568.9599478573126,-822.5647460967527,847520
1072,2,-818.3822158515713,575.7894358639559,402208
1072,3,534.0723167302361,-845.8724768881419,735521
1069,1,-527.1591693634565,-849.9674368622995,154992
1069,2,742.597375468896,669.9490504815033,577138
1069,3,981.8317821951192,193.74964276392623,2476040
1074,1,206.10097283320337,-978.7998657451245,152326
1074,2,-10.562451245206802,-999.959981924202,928814
1074,3,511.7929514683057,-859.7063393162705,1213644
1065,1,-801.0982572441771,599.2775943391637,789858
1065,2,572.7960316422544,-820.335421230872,711927
1065,3,-264.4973653019451,964.6178540521735,2923751
1076,1,-685.4967538260167,728.3379545398096,644073
1076,2,-694.564850202893,720.1416496364207,949055
1076,3,999.5281242601461,34.81005181719844,649407
1070,1,-969.4047743932699,246.6566836913741,1486373
1070,2,330.0278155863486,-944.1904639701672,1536534
1070,3,-864.0596889552777,-504.1480828094355,562454
1079,1,503.66177012646784,-864.1674620412435,829692
1079,2,580.4682329499404,-814.567703323665,527955
1079,3,152.29458254586444,-988.6154049800273,977078
1078,1,119.07770444166951,993.5633646378673,1027107
1078,2,936.4832892395923,352.1113341773854,478275
1078,3,-588.0462030977978,-808.9255673752868,1007667
1075,1,-876.378196271414,-483.1320175440875,595053
1075,2,997.6955939256937,-71.76612028401746,350482
1075,3,-422.56361121553505,906.4891936226438,2433239
1080,1,-373.58284184002235,-927.9486624435282,308387
1080,2,-900.1737473695259,436.9690466689959,1758602
1080,3,-488.72052153403814,-872.7061006491602,529188
1086,1,-998.1283196781893,64.67197063534181,367669
1086,2,-51.04159407980774,998.7485714144999,723265
1086,3,666.8238798402306,-745.4741334674502,468402
1077,1,-68.76820621287159,998.5618570621422,1125119
1077,2,-679.0053369367728,735.0581137061123,986157
1077,3,-137.55284554662077,-990.613036503562,1261601
1084,1,-339.10772708139643,-941.4804128711152,558388
1084,2,-999.8863439686152,-36.94257829324559,849119
1084,3,-751.5547989009912,660.1054865701997,701803
1082,1,-327.56612299949626,944.8645601703194,315558
1082,2,-900.8488234286813,434.30387259733476,1957216
1082,3,-62.252326850588446,998.7887632001506,742600
1081,1,-472.8010562421727,881.1778118110675,1231454
1081,2,132.44620480040408,991.9665153007458,916108
1081,3,910.7800511771158,413.767195948095,1544530
1085,1,888.3954598030155,-459.350933581322,1317631
1085,2,-722.0549243071623,-691.8487869947458,935030
1085,3,-697.550871970315,-716.6225367005428,604203
1087,1,413.9716614426304,911.3351808529536,887990
1087,2,730.8429265751022,682.6496065590134,399222
1087,3,851.0030724370611,525.2601354888016,821704
1089,1,-998.9103368039595,-54.56162319187686,387483
1089,2,898.703644462332,439.7259841928228,971097
1089,3,-907.4657881100329,420.5051676592737,297325
1083,1,931.2778295085284,-365.8814062755796,1306986
1083,2,225.10381928342852,974.6520746552263,1652518
1083,3,528.8035311120385,-849.0464165414147,540573
1091,1,705.6187588066678,-708.8487368390099,425579
1091,2,-502.2429536134226,-865.2266269151788,1547319
1091,3,-974.6810340903189,224.79784617465748,716415
1099,1,990.9771817382223,-138.08462869568746,341536
1099,2,973.1441018663247,-232.02605499854428,294492
1099,3,-98.93830643038307,-995.3759836348048,332383
1092,1,-426.6635731314933,904.6480114939582,924995
1092,2,-1000.401357253329,23.979517088391965,1017975
1092,3,485.0518425451071,874.5977039946013,713559
1096,1,219.30749039274735,-975.7026512315199,231212
1096,2,-924.9097389700853,-381.3998507676183,257698
1096,3,-578.8804305399035,816.5589778028256,1262855
1090,1,403.38128258067087,-915.8388689462334,336882
1090,2,773.445534038311,-634.1119507779462,2917890
1090,3,-874.6601940461464,-486.4418222501944,470325
1098,1,799.3127748237082,-601.1774350338103,535810
1098,2,999.2647666146688,-39.61921350683812,1073580
1098,3,-228.78786926959057,973.5288281599073,582219
1097,1,994.5524247993052,108.94722703472485,1659629
1097,2,993.6679273903487,114.24602357143081,306751
1097,3,953.9514033370915,-300.18538389523576,1110718
1093,1,143.27301134146785,-989.8155924340572,638737
1093,2,593.0437805944937,-805.9570220571828,761614
1093,3,-964.3923974771071,-265.73852447852454,2920213
1101,1,668.01675292103,744.3285009763166,419158
1101,2,-411.97833683761115,911.2726662982484,1035604
1101,3,-343.5006150738297,940.0658440032214,643912
1100,1,982.4463310925776,186.76904844177423,862936
1100,2,332.19902055092524,944.0397004773639,932848
1100,3,-650.9372663640371,759.215510074431,436470
1094,1,-630.9178190833386,776.2081477053092,395329
1094,2,868.2596903808146,496.71302659970496,282229
1094,3,150.77286112119958,-988.8876959656525,3246380
1095,1,-989.9557066129335,141.9340011402105,212111
1095,2,-885.5334128507635,465.53031214358964,1812843
1095,3,906.8770610252665,421.7004246444957,1943100
1088,1,-994.5589104314864,105.11723126523765,1347619
1088,2,617.9850007377216,-786.5570570440567,3635056
1088,3,-407.17392712008836,914.1042472627281,170644
1103,1,-251.40330064924368,967.906971846204,327230
1103,2,501.54321099021456,-865.5462568425522,575312
1103,3,876.7429335108827,-481.14614122757416,1412900
1104,1,399.81672480029187,916.7187428253758,693046
1104,2,167.58282117370254,-985.902778047728,1189539
1104,3,-850.7503989744721,525.7738864675249,679300
1105,1,23.505226400624338,-999.8627515091493,959383
1105,2,419.88755653195636,908.1283747171963,902035
1105,3,696.7771903405035,718.0823714306081,496246
1102,1,-804.3899660754148,594.3702484699388,1028185
1102,2,298.1760160160622,955.1668901150791,1212898
1102,3,635.5311632376328,-772.2218068809503,1709319
1110,1,949.0777751120061,-315.9775103279272,540704
1110,2,78.3340917806513,997.6382687002222,1299717
1110,3,-1000.2806271079685,-7.76667751965374,537447
1113,1,521.9805251341245,853.7429802731549,753743
1113,2,709.3526552985561,705.13684779557,568309
1113,3,-834.5172607220588,-552.0967541794619,482220
1106,1,-480.40716530190167,877.6161673443263,465403
1106,2,-948.4391217605341,317.1678605487992,1385214
1106,3,-480.9498817317378,877.1010700362403,689967
1111,1,-957.6402361095508,-288.10856769100695,1468187
1111,2,456.8483810993067,890.4870911721314,1232551
1111,3,281.62040237876505,959.5629737444369,251930
1114,1,-959.2397101474519,-282.89489231777077,249754
1114,2,-398.08733377061657,-917.3818431290097,413279
1114,3,-17.867307853008256,1000.0859805987807,1459446
1109,1,720.9981474309508,693.1829706612789,524064
1109,2,-255.01850971188838,-967.0098760998544,2507994
1109,3,-979.0610215581383,-205.36970070966868,465815
1108,1,-999.8086696183666,24.850338438009373,563777
1108,2,113.97689118265026,-993.5804038779122,1085019
1108,3,113.50317672488782,-993.6237884713363,2285462
1118,1,838.4309689994079,546.360991707928,844412
1118,2,-409.5864060010431,912.366158718956,272346
1118,3,894.7813844955308,-448.29038559297084,626454
1107,1,-998.3515434854457,68.7014479956357,208806
1107,2,965.7869878257991,260.8589477952886,1660187
1107,3,-960.1290950312133,-279.9734446365847,2492439
1117,1,607.0836988784642,795.2035264081707,442748
1117,2,338.1183556050238,-941.132008292846,1375915
1117,3,847.5382476195958,-532.2872195477273,316407
1115,1,-342.34541757218915,-940.3497277702694,619560
1115,2,689.5744941988003,724.8748014618822,1712847
1115,3,648.4058501444453,-761.5098587126923,356797
1116,1,-741.831158713969,-670.946626403954,870363
1116,2,-757.5797977331063,-653.1559766118762,484732
1116,3,890.4394918966932,455.87445338407247,1500286
1112,1,-377.6961382943636,925.9679500068946,669842
1112,2,-759.2534517762128,651.6299540411705,2734256
1112,3,-767.6906681998191,-640.9301238800322,1175104
1121,1,42.071986919396565,-999.9154742487335,1003116
1121,2,-954.3386016684482,299.2680669426349,612682
1121,3,983.4285167045074,-184.2525846716466,806322
1119,1,704.4360638351719,710.6571305913632,266447
1119,2,-492.0703008410241,870.757630984943,546778
1119,3,892.8727851777965,-451.3109020302511,2781924
1124,1,6.4220482868827276,-1000.0570685954856,1101392
1124,2,-258.1025542749465,966.340664208909,824860
1124,3,769.4791941598216,-639.1339845845997,278685
1127,1,997.6131824358366,-73.14578744676113,356086
1127,2,-925.4492317120407,379.56739062064446,830960
1127,3,598.4965001314434,801.3532021333625,655477
1123,1,296.6679080486901,955.5001839408949,445633
1123,2,241.0664321380612,-970.5507662880124,1486627
1123,3,988.9585936123854,151.40009571874225,528606
1125,1,-841.7039936994818,-540.7855978982368,581656
1125,2,210.89808633994426,977.5424938873184,1217790
1125,3,-865.2038520534641,501.6471394789401,457362
1128,1,971.9241477801288,-236.738676826715,831431
1128,2,998.6190957403632,59.70300025393935,410187
1128,3,713.8557316434674,700.8160230280231,1170680
1129,1,922.2905120425289,387.7923080370998,1056255
1129,2,-620.4717003150588,784.3446057556944,645262
1129,3,-901.741657152288,432.44634687143053,1161355
1133,1,-978.8076269748854,-206.23937563805924,658921
1133,2,-998.6632221214327,55.9564671285097,455364
1133,3,463.57425385519537,886.1214967608448,389344
1120,1,-262.2587038668897,-965.0756689659771,1254672
1120,2,-545.9550801721567,-838.3404817158446,503657
1120,3,965.4445659706014,-261.6844479816766,3289428
1130,1,970.2531362323039,242.9794259314421,492419
1130,2,-512.2749314528802,859.4599561795322,1309758
1130,3,-588.347626687406,808.6181061372346,524678
1134,1,866.1894433892381,501.0657491017455,562162
1134,2,-979.0001710105345,206.35586925701494,1177170
1134,3,-686.6478912447621,727.0666751066025,329959
1126,1,-213.62969449787488,-977.3276708916619,2993473
1126,2,737.708892571028,-675.8663750340523,841858
1126,3,-993.1661941552579,-122.670558971777,324491
1122,1,-810.7054838872272,586.051274897347,1663965
1122,2,987.7561862042904,158.3947613717004,2179387
1122,3,983.4829768640158,-181.98877226709808,1804952
1131,1,34.75479737433953,999.8989158211066,967323
1131,2,-986.319755126611,165.89927009185223,282585
1131,3,-683.2093213188016,730.4831028096862,1956445
1142,1,-612.1328345906954,791.2208148890379,560261
1142,2,13.840378840581614,-1000.608082641065,220716
1142,3,-986.0696473213146,167.44179055456556,200687
1135,1,243.72555899734638,970.5278297167496,939045
1135,2,-460.99338809838036,-887.7344497681539,1556150
1135,3,-793.0166541477059,609.3649746704879,1050579
1136,1,669.2564505330711,743.1409733429447,494851
1136,2,272.6049518931785,962.4611152129802,684359
1136,3,522.4121454160845,852.7733863887463,1364706
1137,1,-709.8807099769306,704.9416914502069,688205
1137,2,-796.0123200452994,-606.6018039085384,372985
1137,3,687.610611000688,-726.3736100558792,1314040
1140,1,979.6394981291348,201.39293684333634,612004
1140,2,988.0548665809524,156.0796088186115,566452
1140,3,387.2942737467553,922.14794733232,1830087
1139,1,370.5318753248574,-928.9211008722281,1267192
1139,2,170.60780203673005,-985.5598646403831,599632
1139,3,246.43507230142296,969.560205585659,1077894
1143,1,-528.0783784048762,-850.2910406834742,300016
1143,2,-501.90025386550656,-865.1612736236586,603857
1143,3,-181.8705470977434,-983.5743830433626,1133152
1141,1,-998.8902370779373,56.50164079922439,2663089
1141,2,-1000.4088996282703,-31.667664892457367,646049
1141,3,884.8076973238866,-466.65420923530274,552647
1138,1,-54.27163688952885,999.260868641702,1536555
1138,2,850.8651477213926,525.5558931834463,615862
1138,3,-140.71636169357956,990.2590188000954,2010827
1144,1,-330.90942054648474,-944.4061170487082,794075
1144,2,933.5000634947429,359.72302815292267,1020193
1144,3,994.4292333605383,106.59274880648728,1171105
1145,1,774.3287023082287,633.0195740942809,1357096
1145,2,-972.1547923506048,238.16342393229678,522196
1145,3,131.93168830370078,-991.9163404153232,1281831
1132,1,-216.61969711872112,-977.049378779146,644258
1132,2,-638.625396457269,769.7757091511812,3445935
1132,3,683.3558920714298,-730.1069260741111,1906688
1147,1,995.4229488906883,101.7083054890962,899067
1147,2,406.92128251131993,914.0780264836985,902138
1147,3,711.2504268044236,703.7672775954295,1330309
1150,1,-905.0806599742175,-426.5921129370678,1181415
1150,2,-28.89117506780738,-999.8588660089367,597211
1150,3,-937.304284881405,-348.68165254986417,385198
1148,1,102.14906359826074,-994.8167302704596,1797150
1148,2,728.540383574267,685.102691241353,987141
1148,3,-759.1535946114207,-651.8126270818997,679193
1156,1,982.2719597765013,-189.82929412313575,375564
1156,2,-926.5150006446804,-377.8635541053561,459136
1156,3,978.4576094618868,206.61886623264382,917708
1149,1,608.6425252473759,-793.7315132749194,1460658
1149,2,-999.7603363907202,-30.82749838205764,913987
1149,3,771.4808209440603,-636.5084849178381,988309
1153,1,662.6673928384226,-750.1618424435155,851296
1153,2,49.32478696686551,999.1473653781294,171615
1153,3,-661.2181804291702,-751.208917868947,950052
1155,1,470.84292537254817,882.6753523169245,887816
1155,2,-260.90333180656404,-965.6127621317476,346779
1155,3,650.7200464544128,760.2112164036565,893774
1152,1,982.9554699068901,184.08827406887985,1240229
1152,2,978.6878105200493,207.21569202841508,664931
1152,3,-580.0661579176456,-815.3257523241243,645950
1151,1,672.8670060138386,739.8597522714444,633305
1151,2,728.4884320554861,-685.4191290885253,417125
1151,3,-863.9241908153948,-504.03459808476975,2623217
1154,1,862.6975401183938,506.3761072311971,202376
1154,2,847.0967351716272,532.1876072723023,908785
1154,3,994.589075333828,106.4975442477083,1453601
1157,1,-895.6093884209571,445.2474358451746,529372
1157,2,195.8914660264585,-980.7931110552045,992325
1157,3,-529.7376116236896,-848.6540283929755,689085
1159,1,277.3301679195945,-960.9462870744679,931100
1159,2,-726.9722271863851,686.7232516826812,415561
1159,3,-852.5270886479055,-522.7041530583433,743931
1158,1,-995.4248436238372,-99.6172372060795,370321
1158,2,960.1696894301635,279.42863384631136,1605282
1158,3,564.6055243466175,-825.4464975837493,581797
1146,1,743.7995267235017,669.2748710485704,1703920
1146,2,285.28455436367034,-959.2086554530506,1166076
1146,3,-206.90737597439787,-978.7503814592317,3487733
1160,1,-847.6086927170275,-531.3028622785414,195492
1160,2,-741.1699778153892,671.8388480481553,490724
1160,3,772.2731319055816,635.9125246744441,1858628
1164,1,957.0168753443753,-290.1932779595651,575792
1164,2,-411.2230627633733,-911.864350817028,1156071
1164,3,-609.2717348934757,792.998287883996,704473
1162,1,959.8339257650139,-280.7009653084624,423984
1162,2,-152.32916450004927,988.3499311224901,1255533
1162,3,738.0059252736495,675.4548363076315,841618
1165,1,469.23821744896776,883.1212679291486,680095
1165,2,887.974841330088,460.58524366633463,662121
1165,3,-148.01084704670774,989.2249321520674,1113160
1163,1,916.8009764347869,400.0478560302961,1034077
1163,2,-945.8767045750149,324.87172697099163,1589161
1163,3,182.27253224633046,-984.1792936855327,558348
1166,1,521.0210769391258,-854.215388772154,1561431
1166,2,-893.0331111305813,-450.6551912299959,966045
1166,3,981.0187875305787,-194.8062750723531,491718
1169,1,-679.2077865307872,734.497163175453,419773
1169,2,-963.3100305621092,-270.1405306167497,1238794
1169,3,-995.6789292421926,-94.27021350288652,681323
1168,1,447.9993023731932,894.2504152113196,1367544
1168,2,-991.9137957072096,-127.4329373015117,909982
1168,3,137.52241757154854,990.9882405324626,823545
1171,1,-998.3186175362052,-61.31743299393602,704484
1171,2,995.3704682809121,-98.73937481002704,800900
1171,3,285.7737013648074,958.8822696839063,621420
1172,1,-164.7696938933555,-986.4817517412506,942778
1172,2,-989.8617582268093,143.4481008967003,1282128
1172,3,951.8441884649571,306.9137473297251,202224
1175,1,581.5908336826031,-814.1840156369759,915047
1175,2,542.134191570904,-841.4099244202141,259961
1175,3,-886.6939763633732,462.67585725585013,863709
1174,1,804.9383077767328,-593.4619338988581,957883
1174,2,793.1342171973924,610.3010505258057,252813
1174,3,-873.2721634942708,-487.5648553891801,1265389
1173,1,972.8218904785667,-232.79839743277546,1173501
1173,2,-546.3805983042982,-837.9058984026321,476303
1173,3,541.3586992148812,-841.043737136464,840952
1167,1,905.8212821868291,425.50734689321683,1062594
1167,2,-562.6326760495424,826.9776021386258,1048408
1167,3,-116.96546526512591,993.2327242821104,2463154
1161,1,-819.118666225707,-573.6575579251489,595775
1161,2,-968.5202000442903,248.98780692781756,3338259
1161,3,643.4308331198047,-765.5574320946095,1750392
1170,1,-901.2621590555034,-434.4285797815064,1456992
1170,2,197.41316814700178,981.3061570158906,1118785
1170,3,-890.7907624377672,-454.8186077100312,1042667
1179,1,-989.3142978354132,-150.7225383346461,216094
1179,2,993.3064441174831,-115.64084352070297,739108
1179,3,997.9470165602245,65.69046821584591,517514
1177,1,-995.2673210611339,-105.39726030550337,821116
1177,2,-941.2045709170636,-340.50707464136116,1386152
1177,3,626.4049609431128,-779.9883292529867,478359
1178,1,-336.7911629810216,941.9447714566172,468047
1178,2,-294.2783236036596,955.846545156804,1547885
1178,3,829.8198521943846,-558.7276254905408,1091432
1187,1,844.0172264625969,537.9091071447899,609256
1187,2,-965.2983153982185,261.2135950509729,900261
1187,3,895.7821375767783,444.5295689149545,790037
