run,hiker,delta_x,delta_y,steps
100,2,-557.0401679380776,830.675127948476,1680917
100,3,711.270017676404,703.8984836387312,262529
95,1,-452.9865432435148,-891.8065024276642,634945
95,2,-743.2331982653254,669.8835577096468,1502885
95,3,-593.3781380356966,805.0130348924517,580357
101,1,830.1714938137537,558.2007221489475,292307
101,2,959.3049300746218,284.4769236303293,511166
101,3,538.7722233954253,-843.1199057863475,613497
103,1,921.4814221952169,388.7961948785405,325827
103,2,963.6868586608268,-269.33954214035396,856071
103,3,-743.6070850684371,-669.46404507437,225083
91,1,999.836977899382,37.477533817437994,1274354
91,2,-978.2040049796691,-209.60359193120334,1386100
91,3,-54.151404558022264,-998.8618716531804,1742574
98,1,91.41561391660844,996.1975758188009,270977
98,2,-462.06457335433805,887.6576456913527,2026169
98,3,-982.4311829440985,-186.80803130835645,725221
102,1,-956.7125823309241,-291.3413803716463,712174
102,2,938.056293577541,347.5886748764778,715364
102,3,-942.115428549319,-335.4694621845018,552916
94,1,970.4924054860895,241.9728367071795,407734
94,2,457.91208684260937,889.4276773729316,1051341
94,3,-978.9399240987246,206.60328605629726,2667482
105,1,963.0743838383463,-270.14347208307095,450238
105,2,-211.26459233057886,-977.5899029142126,903520
105,3,-563.353233638756,-827.0326352586225,521217
108,1,952.7639593289233,-305.66009526595275,494464
108,2,-736.569335664473,677.2349732575303,240170
108,3,-930.669217454111,-367.75580553982377,659123
111,1,398.5525976734748,918.0953230737753,239392
111,2,-189.8160207867273,982.0503156432651,270589
111,3,952.4199181688666,306.5539087652209,505339
107,1,780.1188356526748,626.3077401102478,959922
107,2,541.1762736681943,841.3533571358249,565950
107,3,339.06420456029775,940.8346554417487,633898
104,1,-12.283507715939777,1000.1039567436248,1142334
104,2,-946.840353482778,323.7281639864316,1747673
104,3,-940.4049624355853,-340.53996864890115,909303
110,1,-735.7409086318092,-677.3531732824083,1153368
110,2,-520.686989016106,-853.9676639762905,216202
110,3,-998.8684615377417,56.924069354156856,699339
112,1,799.5490259894787,-600.9606123354234,243260
112,2,844.8389026578471,535.2365883287497,1053704
112,3,-806.4604603130762,-591.5902179312297,1393548
114,1,-876.3991971893296,482.78401166375477,1284067
114,2,660.905022319834,750.5337440646767,800280
114,3,-951.4632360742526,-307.8951983117205,376385
106,1,699.0635698676649,-716.2476832056141,1263149
106,2,82.79834875714761,-997.3078040364965,695307
106,3,949.5601848832455,-314.88844309222884,1583105
117,1,-767.884623670481,-641.0558285816511,876969
117,2,885.102008928424,465.4726131278967,1034906
117,3,736.7740350780991,676.1877216205802,323193
115,1,-738.1787111233036,-674.6248965299156,618601
115,2,-904.2069285214187,-427.48083050153684,447537
115,3,-689.5187409744663,-724.8211278928458,2049778
118,1,-450.60113665004553,892.9799641603781,881854
118,2,998.9850442133389,-47.08803200439712,914549
118,3,-939.3368044475426,345.41108715748805,762486
119,1,-320.19426834254386,-948.1742208628425,1407072
119,2,-44.162474382315544,-999.548977315945,350956
119,3,-975.6475911223072,223.07383407306594,266119
113,1,-902.4662823990716,-431.9442777462909,880784
113,2,-918.1761784201674,396.91584442502665,2134684
113,3,-953.7388397116423,-300.87802031531925,1216863
121,1,87.42120713891211,996.8021864812093,261642
121,2,-695.5257219236015,719.6879887758887,1694787
121,3,890.1152432400576,455.7584674443077,407949
120,1,880.6120373267464,473.9842683161144,618074
120,2,999.2167264916845,-41.85705898880656,1142363
120,3,-984.5796432231118,178.7692973868836,965020
109,1,239.56454605441215,970.907875233202,1052378
109,2,337.45175341477625,-941.932854083863,2080045
109,3,-655.2046402727749,755.9791785635668,2266219
125,1,867.2029436133574,-498.1433435856812,830273
125,2,-999.8584152446228,26.059253988918698,761810
125,3,-524.1012136773596,-851.8893774252886,444617
123,1,-941.0873744016023,-340.42358542441326,970063
123,2,-480.1389668573777,877.266006650489,168061
123,3,890.2054366832272,-455.658277888956,1177498
124,1,-988.8437211456924,150.2745132450547,618625
124,2,92.32328035819398,-996.3355958205899,1227068
124,3,999.9116170054215,20.514537022563417,721831
116,1,941.109667479169,-340.78808389529604,433865
116,2,1000.6675818610357,-7.573396934120359,3210756
116,3,-940.431189487552,-340.92461107244293,2038344
131,1,999.3086111562977,40.77075610383771,740198
131,2,546.877218290151,837.2458497305506,769829
131,3,-931.6240952201598,-363.87589488560013,666342
122,1,880.6921630697414,473.7764639674309,548129
122,2,967.9273404514812,253.780437105254,843851
122,3,856.2335648507747,-516.8199654168637,3238667
127,1,784.1180171460607,-621.0364475740671,613697
127,2,-943.8594994644936,331.6726210481087,2195894
127,3,454.77239682625566,890.7669368364816,502417
128,1,-614.8974273413177,789.1624531447765,1672254
128,2,-993.2302559111127,116.44598829507197,991401
128,3,22.81954882083255,-999.8776285836393,558091
132,1,-736.2169953884028,677.8198044199522,1173876
132,2,-805.9885770456609,-593.4831567673351,687961
132,3,-335.13611507625666,942.7206844704587,877463
133,1,780.4480396682295,625.803706743513,850236
133,2,-874.3016554348119,-486.45921151881686,604537
133,3,-420.96934943711415,-907.5658651594395,1029470
126,1,-144.17641710361485,-989.6617343610237,2046288
126,2,-425.4640100649224,-904.9989332227043,1162319
126,3,-89.01228157052009,996.8382848412186,1385545
130,1,305.3279902455578,-952.2693960137509,1185658
130,2,-666.695232141449,745.4872955260134,1685389
130,3,716.9798362096803,-698.0198612515103,693214
129,1,-485.02187807832297,-874.9655392988393,975540
129,2,-679.8028775305204,733.9184001370463,1280404
129,3,-956.7419609762001,-291.39456735162616,1507207
135,1,711.6180025571466,-702.7623941231118,1184925
135,2,-976.1963423312982,219.09918837583052,295892
135,3,858.5692734721945,513.0027472012733,1032934
140,1,998.6077379434411,-54.40697599314228,334004
140,2,961.7478623628548,274.5488742624448,735544
140,3,864.9047943215621,-502.6874584901529,298647
139,1,591.6832513338696,807.1126829513739,1017557
139,2,-611.7071197181493,791.6925417949631,373542
139,3,-946.4227771207285,323.75694162689786,310338
134,1,-241.44227871103058,-970.79935886053,1573975
134,2,1000.5301928594629,-5.255887559892422,679135
134,3,44.89810904318489,999.1982431685861,1037798
138,1,-676.3058082501705,737.2087351820528,832655
138,2,-380.04847903340885,-925.4229474070346,569579
138,3,-405.95400692753157,-914.9408487185906,1609611
145,1,-549.4827078943426,-836.1588499173669,660877
145,2,-520.5109655062953,-854.1843728921338,678195
145,3,374.72465353268666,-927.6485698078735,591156
141,1,-800.8123256270392,600.1306606389219,1087364
141,2,-552.7078002224692,834.1287823312432,1020595
141,3,-96.80124776918743,-995.4347360279676,404516
136,1,95.486182873713,-995.5834467606704,2433900
136,2,998.7181245127549,56.551405049147334,812293
136,3,996.7240168209706,-89.20643414038193,753670
144,1,883.3864050052339,-468.9966035734326,1016493
144,2,-578.885718180273,-815.5519558978215,1219754
144,3,-874.3626654745664,-486.3363056175666,349810
143,1,-994.7143534694264,-107.05409778883453,1100904
143,2,921.449027753132,-389.1103554381871,1085673
143,3,379.857806360838,925.1576614673875,783079
137,1,881.6806373594031,472.56175553359174,1271908
137,2,-281.9461879575392,959.6606219144096,2243753
137,3,724.6538233689644,689.8270491957494,520177
149,1,274.01207115615523,-962.3298006813432,590948
149,2,-248.76743103862754,-968.6537242804392,628583
149,3,-8.515374441136089,-1000.0082817201264,532212
146,1,-998.5271260867382,-57.3926917556893,765352
146,2,-716.0282865903206,698.7308533213836,1698216
146,3,945.0041225313603,327.5018377424135,272957
142,1,-127.34125795028581,992.3746403263535,1586302
142,2,-1000.1312007089921,7.038286903050562,1730910
142,3,183.92156402229114,-983.067067939264,324693
148,1,86.76002103246029,-996.9425796297554,1229866
148,2,-915.5569684144244,-402.4397599521774,1177088
148,3,941.2825390071607,339.941167713858,362189
158,1,-925.0608090232761,380.12178100418237,421774
158,2,-799.5818072755529,-601.3143197903048,348315
158,3,-820.5183677281547,573.1947906644593,216013
155,1,-237.58382574730445,-971.958335493297,510317
155,2,-991.6831107071487,130.3843246723941,852464
155,3,-925.2273675272202,380.6004184060978,399624
147,1,915.1217485525685,404.81225710088665,681350
147,2,-148.3598745212315,989.6475603598748,1021449
147,3,478.5079652628382,878.7318672598636,2260039
160,1,-992.8257931534911,123.15053164509752,490622
160,2,-438.40748311101595,898.8514805513972,307262
160,3,-106.73660121517099,-995.194914040453,647705
150,1,217.11189437740597,-976.1713880844325,1700135
150,2,-841.7919407630004,-540.1009724168616,1089945
150,3,997.1978404275354,77.17889651228484,414362
159,1,-968.2653202272184,-250.16931408197328,431091
159,2,-217.46185640245318,-976.7963347457244,656315
159,3,995.2327507772393,-99.57015778501906,1051492
152,1,941.3345185669091,338.6379804674053,1217396
152,2,253.5009016298838,-967.7377887554251,405019
152,3,647.2894058656991,-762.504199604991,2074997
154,1,206.83892636924895,-978.6390863080962,679194
154,2,-512.2366970214222,-859.2479203113222,1719994
154,3,-956.9083776532923,290.4251327140263,1154586
153,1,587.5893799643962,809.7523181967698,1682663
153,2,-789.0622271917491,-614.3161900802365,1564123
153,3,-236.61296269380642,-971.8389626443679,865955
156,1,-564.209605259794,-826.1659684262884,774258
156,2,687.9623186547528,726.0100194047302,1816309
156,3,-840.0671650939023,-542.7889225901024,1240260
157,1,-554.3570130075377,-832.32850752788,2522293
157,2,435.0873098202285,900.7965314991019,1144407
157,3,912.7694835728505,-410.50943389159016,707071
161,1,207.67841173508617,-978.8056651385739,1185622
161,2,801.1466360979064,-598.584164712848,1571577
161,3,945.6402387865794,-325.4555757388177,330810
163,1,-310.56893311363456,951.2202303442971,984083
163,2,-485.1982071795466,-875.008315780279,180300
163,3,488.87583376519626,872.6103027692839,1565865
164,1,-236.74345414556223,-972.3883370254302,1298495
164,2,967.5881411995788,-252.6412713651647,382641
164,3,513.1310081891108,-858.6609780029864,1150432
151,1,433.9493851352337,901.6541158607233,608908
151,2,760.1813889895496,650.3055628310458,4327401
151,3,431.36152849790835,902.7287003681075,982409
162,1,-184.1932212521431,-983.0179433666599,653847
162,2,-914.6354453929395,404.4195377795487,1370047
162,3,485.6392518154562,-874.8427481842048,1835281
167,1,891.4494007946282,-453.57326225639486,1293518
167,2,208.49546423492924,-978.9871922407286,526669
167,3,-316.47710811570806,-949.0495008217683,1449762
166,1,-949.5759793068603,313.9512125141291,508969
166,2,-857.7313092722026,514.2766877999654,1044171
166,3,888.173033308439,459.68668282570184,1891955
173,1,140.47031425351526,990.1280015877483,486753
173,2,990.1249331732247,-144.6470229897294,496295
173,3,771.1760262893737,637.624261718064,792692
168,1,391.45929697071784,920.6778233920736,477669
168,2,-770.2026525108029,-638.7029586475571,1077316
168,3,424.04563839701234,905.7589923231583,1352221
169,1,947.4578778774842,-320.46389972989664,1279084
169,2,-906.2626241529713,424.8721455695855,309681
169,3,393.21764736340197,-919.861766742054,1404321
172,1,212.29521128180258,-977.3573660852942,1331608
172,2,-721.4301732736216,-693.2471909569337,612844
172,3,488.6350704629213,-873.2730103696024,319285
171,1,-768.2748807164853,-640.7580278298972,972651
171,2,-734.4138154995287,-679.8190584473432,1399233
171,3,-342.13878766292646,-940.3817465844813,582378
170,1,-587.4714085831181,-809.2639579566413,2001048
170,2,206.23353958321403,-979.4798812419148,826882
170,3,911.753988758785,411.12110898654225,531473
183,1,-329.9117469166471,944.0615916810546,447785
183,2,589.2938619317042,-808.1654481582495,239929
183,3,-976.6594972541013,-217.65135339683738,571279
181,1,984.092539013857,-181.27856313359126,435150
181,2,-478.7128856641028,878.403208683015,735386
181,3,983.6548205502258,180.38323885156777,602253
179,1,137.6808489071407,-990.680563322481,1086929
179,2,648.5204515441992,761.8333701880046,652223
179,3,790.716387271321,-613.1030607234687,590495
174,1,650.8423716232127,759.6541990149576,769193
174,2,-542.5863913690193,840.3374589304099,1798455
174,3,816.5042460633899,-577.6090182904475,450662
165,1,-890.9904799096676,-454.91262182103486,959563
165,2,-176.54750022287473,-985.2427875680518,3700261
165,3,809.2350554730829,-587.6585764240479,1333268
182,1,-988.910142413418,154.0066776430462,402179
182,2,-430.5765827629137,-903.1545779910457,691436
182,3,961.1795319248008,278.4885273145883,766802
177,1,-771.1250589558499,636.7616499095107,779847
177,2,128.093604057621,992.491418121134,1565142
177,3,-986.1173995862249,-166.21249752716665,349350
176,1,-630.9518261190749,776.0876685921605,757133
176,2,-780.7505282715504,625.2082501114049,1814913
176,3,985.0603329938217,174.44129878349858,541226
186,1,760.0903934413955,650.4952541647324,1081765
186,2,-523.890123698417,852.3515660004455,393080
186,3,673.0492050471184,740.4458036892393,976923
175,1,-431.32359214744804,902.7194097212639,702012
175,2,-742.6791653395487,670.5615748037113,2835970
175,3,-122.96031441802785,992.4423421256366,667808
187,1,562.5324927069531,827.541420331742,1041588
187,2,-700.7368164024399,-714.0147827423004,195886
187,3,978.5884130155739,207.54374920210074,273454
188,1,-675.8323098022703,737.6569827383304,405410
188,2,725.8761842356317,-687.8768796414909,456226
188,3,-798.1117293538814,603.8176564659597,1192848
178,1,-101.10020548682915,994.9313264700862,1089932
178,2,-415.1261617780403,-909.8049702000392,1762850
178,3,741.5970971413562,672.1668971146871,805636
190,1,-992.5270197992812,123.30705164846569,991905
190,2,626.7470087746897,-779.2812778472817,996284
190,3,991.741671839072,-130.76665824165957,423223
192,1,336.70247850916707,941.8694762336293,443640
192,2,967.9632582269858,-251.6031829754698,1277588
192,3,-685.0706292733553,-728.7869067449972,590249
194,1,465.62997463121314,885.2084410443608,630422
194,2,-960.5416845887968,278.60145996604024,557831
194,3,-864.6871700654278,-503.2925623563802,525828
195,1,986.1758648563407,167.37964696943055,471410
195,2,-787.0636124442442,618.1609442427183,366839
195,3,532.5816555976751,-846.4752556574572,1099473
189,1,-318.90894885873854,948.0846002116173,1086222
189,2,-375.8515806690322,926.8438394484488,1265727
189,3,848.1547564588425,529.8139877283845,387738
185,1,999.7947948997614,-30.375899446728035,583824
185,2,208.6751681511346,978.0516640222243,2774255
185,3,979.0718792389214,-206.44024141554746,1611370
198,1,187.68346734787565,982.3338000531239,544458
198,2,-779.770736006413,-626.5035050750118,325853
198,3,-630.9048921130446,775.8926494464262,580509
